YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Sex,Grade,Race,Latitude,Longitude,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.1,15.1,,,5.9,33.8,30,,,,Non-Hispanic Black,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,23.1,23.1,,,15.8,32.5,123,,,,Hispanic,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21.2,21.2,,,13.3,31.9,167,,,,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,12.7,12.7,,,9.5,16.8,428,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,25.9,25.9,,,16,39,131,,,,Non-Hispanic Black,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,25.3,25.3,,,14.7,39.8,85,,,,Hispanic,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.9,18.9,,,11.7,29.1,344,,,,Non-Hispanic White,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,11.6,11.6,,,7.1,18.3,162,,,,Asian,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18,18,,,14.4,22.3,298,,,,Non-Hispanic Black,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19.1,19.1,,,16.1,22.4,837,,,,Hispanic,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,10.7,10.7,,,8.8,12.9,1345,,,,Non-Hispanic White,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,8.3,8.3,,,2.5,24.2,45,,,,Asian,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.6,17.6,,,14.2,21.6,258,,,,Non-Hispanic Black,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21.9,21.9,,,16.3,28.9,236,,,,Hispanic,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.3,17.3,,,12.9,22.8,451,,,,Non-Hispanic White,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,8.9,8.9,,,5.8,13.6,204,,,,Asian,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20.8,20.8,,,19.8,21.8,5931,,,,Non-Hispanic Black,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.9,18.9,,,17.4,20.6,2240,,,,Hispanic,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,16,16,,,6.9,32.9,31,,,,American Indian/Alaska Native,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,4.1,4.1,,,3.1,5.4,1131,,,,Non-Hispanic White,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.2,15.2,,,12.1,18.9,934,,,,Asian,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,12.5,12.5,,,4.8,28.9,37,,,,Non-Hispanic Black,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.4,14.4,,,10.3,19.8,732,,,,Hispanic,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20,20,,,17.1,23.4,1284,,,,Hawaiian/Pacific Islander,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,10.1,10.1,,,6.9,14.5,294,,,,Non-Hispanic White,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,2.4,2.4,,,0.8,7.1,138,,,,Asian,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,22.1,22.1,,,16.8,28.5,556,,,,Non-Hispanic Black,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19.5,19.5,,,17.2,22.1,1045,,,,Hispanic,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,9.3,9.3,,,6.8,12.7,695,,,,Non-Hispanic White,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,22.9,22.9,,,15,33.3,157,,,,Non-Hispanic Black,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,24.9,24.9,,,18.5,32.6,160,,,,Hispanic,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.5,15.5,,,11.2,20.9,485,,,,Non-Hispanic White,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,10.6,10.6,,,3,31,34,,,,Asian,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,29.2,29.2,,,18,43.7,112,,,,Non-Hispanic Black,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,25.6,25.6,,,19.2,33.3,161,,,,Hispanic,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21.2,21.2,,,18.6,24.1,1304,,,,Non-Hispanic White,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,8.5,8.5,,,4.1,16.9,144,,,,Asian,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.6,17.6,,,11.2,26.7,201,,,,Non-Hispanic Black,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.4,18.4,,,13.3,25,326,,,,Hispanic,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.2,17.2,,,9,30.5,59,,,,American Indian/Alaska Native,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.1,15.1,,,13.2,17.1,5244,,,,Non-Hispanic White,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,6.4,6.4,,,5,8.2,1469,,,,Asian,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19.8,19.8,,,18.5,21.2,7267,,,,Non-Hispanic Black,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20,20,,,18,22.1,4929,,,,Hispanic,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.6,17.6,,,8.1,34.3,77,,,,Hawaiian/Pacific Islander,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.6,14.6,,,8.7,23.3,153,,,,American Indian/Alaska Native,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,11.6,11.6,,,10.7,12.6,16781,,,,Non-Hispanic White,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,7.1,7.1,,,4.2,11.5,207,,,,Asian,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21.9,21.9,,,13,34.6,354,,,,Non-Hispanic Black,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20,20,,,17.2,23.2,710,,,,Hispanic,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,9.9,9.9,,,7.7,12.6,1228,,,,Non-Hispanic White,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,6.9,6.9,,,3.2,13.9,100,,,,Asian,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,26.7,26.7,,,22.8,31,279,,,,Non-Hispanic Black,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21.7,21.7,,,15.5,29.5,280,,,,Hispanic,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.7,14.7,,,12.3,17.6,1252,,,,Non-Hispanic White,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,22.2,22.2,,,18.2,26.7,340,,,,Non-Hispanic Black,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,26.1,26.1,,,10.9,50.5,54,,,,Hispanic,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.7,18.7,,,9.6,33.3,120,,,,Non-Hispanic White,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,10.8,10.8,,,2.5,36.2,30,,,,Asian,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.6,14.6,,,5.7,32.4,61,,,,Non-Hispanic Black,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,22.9,22.9,,,9.5,45.6,44,,,,Hispanic,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.9,15.9,,,10,24.4,409,,,,Non-Hispanic White,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,1.5,1.5,,,0.2,9.6,44,,,,Asian,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.8,18.8,,,8.3,37,32,,,,Non-Hispanic Black,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15,15,,,10.7,20.6,282,,,,Hispanic,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,24.6,24.6,,,19.9,29.9,402,,,,American Indian/Alaska Native,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,12.4,12.4,,,10.9,14,2307,,,,Non-Hispanic White,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,11,11,,,7.5,15.9,886,,,,Asian,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20.2,20.2,,,16.9,24.1,1625,,,,Non-Hispanic Black,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19.5,19.5,,,17,22.4,3374,,,,Hispanic,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,38,38,,,23.2,55.5,89,,,,Hawaiian/Pacific Islander,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14,14,,,6.7,27.1,1175,,,,American Indian/Alaska Native,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2023,2023,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,13.4,13.4,,,12.4,14.4,8831,,,,Non-Hispanic White,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,23.6,23.6,,,15.3,34.6,104,,,,Hispanic,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.1,14.1,,,9.8,19.9,396,,,,Non-Hispanic White,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,8.6,8.6,,,4.1,17,122,,,,Asian,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Asian,RACE,RACEASN
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.5,18.5,,,13.3,25.1,112,,,,Non-Hispanic Black,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.8,18.8,,,15,23.2,537,,,,Hispanic,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Hispanic,RACE,RACEHIS
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,9.5,9.5,,,6.5,13.8,348,,,,Non-Hispanic White,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2023,2023,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,9.5,9.5,,,6.1,14.6,427,,,,Asian,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Asian,RACE,RACEASN
