YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Sex,Grade,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2023,2023,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.7,16.7,,,14.6,19.1,1496,,,11th,,"(34.520880952, -106.240580985)",OWS,OWS1,Q039,VALUE,35,Grade,11th,GRADE,GRADE11
2023,2023,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.2,17.2,,,13.8,21.2,1169,,,12th,,"(34.520880952, -106.240580985)",OWS,OWS1,Q039,VALUE,35,Grade,12th,GRADE,GRADE12
2023,2023,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.7,13.7,,,10.4,17.7,682,,,9th,,"(35.466220975, -79.159250463)",OWS,OWS1,Q039,VALUE,37,Grade,9th,GRADE,GRADE09
2023,2023,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.1,15.1,,,11.1,20.1,583,,,10th,,"(35.466220975, -79.159250463)",OWS,OWS1,Q039,VALUE,37,Grade,10th,GRADE,GRADE10
2023,2023,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.1,16.1,,,13,19.8,395,,,11th,,"(35.466220975, -79.159250463)",OWS,OWS1,Q039,VALUE,37,Grade,11th,GRADE,GRADE11
2023,2023,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,11.5,11.5,,,8.5,15.3,362,,,12th,,"(35.466220975, -79.159250463)",OWS,OWS1,Q039,VALUE,37,Grade,12th,GRADE,GRADE12
2023,2023,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.6,13.6,,,11.1,16.6,510,,,9th,,"(47.475319779, -100.118421049)",OWS,OWS1,Q039,VALUE,38,Grade,9th,GRADE,GRADE09
2023,2023,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.8,13.8,,,11,17.2,490,,,10th,,"(47.475319779, -100.118421049)",OWS,OWS1,Q039,VALUE,38,Grade,10th,GRADE,GRADE10
2023,2023,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.3,13.3,,,10.3,16.9,469,,,11th,,"(47.475319779, -100.118421049)",OWS,OWS1,Q039,VALUE,38,Grade,11th,GRADE,GRADE11
2023,2023,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,18.6,18.6,,,15.1,22.8,394,,,12th,,"(47.475319779, -100.118421049)",OWS,OWS1,Q039,VALUE,38,Grade,12th,GRADE,GRADE12
2023,2023,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.4,16.4,,,10.3,25.1,168,,,9th,,"(40.060210141, -82.404260056)",OWS,OWS1,Q039,VALUE,39,Grade,9th,GRADE,GRADE09
2023,2023,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.8,16.8,,,14.3,19.6,135,,,10th,,"(40.060210141, -82.404260056)",OWS,OWS1,Q039,VALUE,39,Grade,10th,GRADE,GRADE10
2023,2023,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,12.7,12.7,,,6.8,22.3,79,,,11th,,"(40.060210141, -82.404260056)",OWS,OWS1,Q039,VALUE,39,Grade,11th,GRADE,GRADE11
2023,2023,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,4.8,4.8,,,1.9,11.5,83,,,12th,,"(40.060210141, -82.404260056)",OWS,OWS1,Q039,VALUE,39,Grade,12th,GRADE,GRADE12
2023,2023,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,18.9,18.9,,,14.9,23.8,459,,,9th,,"(35.472031356, -97.521070214)",OWS,OWS1,Q039,VALUE,40,Grade,9th,GRADE,GRADE09
2023,2023,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.9,17.9,,,13.2,23.9,501,,,10th,,"(35.472031356, -97.521070214)",OWS,OWS1,Q039,VALUE,40,Grade,10th,GRADE,GRADE10
2023,2023,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.5,14.5,,,10.4,19.9,341,,,11th,,"(35.472031356, -97.521070214)",OWS,OWS1,Q039,VALUE,40,Grade,11th,GRADE,GRADE11
2023,2023,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.7,14.7,,,10.5,20.2,253,,,12th,,"(35.472031356, -97.521070214)",OWS,OWS1,Q039,VALUE,40,Grade,12th,GRADE,GRADE12
2023,2023,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.4,17.4,,,14.5,20.7,565,,,9th,,"(40.793730152, -77.860700294)",OWS,OWS1,Q039,VALUE,42,Grade,9th,GRADE,GRADE09
2023,2023,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.1,13.1,,,10.6,15.9,569,,,10th,,"(40.793730152, -77.860700294)",OWS,OWS1,Q039,VALUE,42,Grade,10th,GRADE,GRADE10
2023,2023,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.4,15.4,,,11.3,20.6,395,,,11th,,"(40.793730152, -77.860700294)",OWS,OWS1,Q039,VALUE,42,Grade,11th,GRADE,GRADE11
2023,2023,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.8,15.8,,,12.7,19.6,331,,,12th,,"(40.793730152, -77.860700294)",OWS,OWS1,Q039,VALUE,42,Grade,12th,GRADE,GRADE12
2023,2023,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.3,14.3,,,10.4,19.2,323,,,9th,,"(18.220833, -66.590149)",OWS,OWS1,Q039,VALUE,72,Grade,9th,GRADE,GRADE09
2023,2023,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,12.6,12.6,,,10.5,15.1,465,,,10th,,"(18.220833, -66.590149)",OWS,OWS1,Q039,VALUE,72,Grade,10th,GRADE,GRADE10
2023,2023,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.9,14.9,,,10.7,20.4,187,,,11th,,"(18.220833, -66.590149)",OWS,OWS1,Q039,VALUE,72,Grade,11th,GRADE,GRADE11
2023,2023,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.9,17.9,,,14.1,22.4,437,,,12th,,"(18.220833, -66.590149)",OWS,OWS1,Q039,VALUE,72,Grade,12th,GRADE,GRADE12
2023,2023,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.9,15.9,,,13.3,18.9,513,,,9th,,"(41.708280193, -71.522470314)",OWS,OWS1,Q039,VALUE,44,Grade,9th,GRADE,GRADE09
2023,2023,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,18.3,18.3,,,13.4,24.4,387,,,10th,,"(41.708280193, -71.522470314)",OWS,OWS1,Q039,VALUE,44,Grade,10th,GRADE,GRADE10
2023,2023,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.3,13.3,,,10.6,16.5,484,,,11th,,"(41.708280193, -71.522470314)",OWS,OWS1,Q039,VALUE,44,Grade,11th,GRADE,GRADE11
2023,2023,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.1,17.1,,,12.9,22.3,277,,,12th,,"(41.708280193, -71.522470314)",OWS,OWS1,Q039,VALUE,44,Grade,12th,GRADE,GRADE12
2023,2023,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.8,15.8,,,13.9,18,588,,,9th,,"(44.353130053, -100.373530637)",OWS,OWS1,Q039,VALUE,46,Grade,9th,GRADE,GRADE09
2023,2023,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,11.6,11.6,,,8.1,16.2,580,,,10th,,"(44.353130053, -100.373530637)",OWS,OWS1,Q039,VALUE,46,Grade,10th,GRADE,GRADE10
2023,2023,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,10.3,10.3,,,7.5,14,510,,,11th,,"(44.353130053, -100.373530637)",OWS,OWS1,Q039,VALUE,46,Grade,11th,GRADE,GRADE11
2023,2023,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.1,15.1,,,10.3,21.8,336,,,12th,,"(44.353130053, -100.373530637)",OWS,OWS1,Q039,VALUE,46,Grade,12th,GRADE,GRADE12
2023,2023,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.1,17.1,,,13,22.2,497,,,9th,,"(35.68094058, -85.774490914)",OWS,OWS1,Q039,VALUE,47,Grade,9th,GRADE,GRADE09
2023,2023,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.9,16.9,,,13.3,21.3,335,,,10th,,"(35.68094058, -85.774490914)",OWS,OWS1,Q039,VALUE,47,Grade,10th,GRADE,GRADE10
2023,2023,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.8,15.8,,,11.3,21.6,344,,,11th,,"(35.68094058, -85.774490914)",OWS,OWS1,Q039,VALUE,47,Grade,11th,GRADE,GRADE11
2023,2023,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15,15,,,10.9,20.2,209,,,12th,,"(35.68094058, -85.774490914)",OWS,OWS1,Q039,VALUE,47,Grade,12th,GRADE,GRADE12
2023,2023,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,10.8,10.8,,,6.5,17.6,285,,,9th,,"(31.827240407, -99.426770206)",OWS,OWS1,Q039,VALUE,48,Grade,9th,GRADE,GRADE09
2023,2023,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.9,16.9,,,11.8,23.5,203,,,10th,,"(31.827240407, -99.426770206)",OWS,OWS1,Q039,VALUE,48,Grade,10th,GRADE,GRADE10
2023,2023,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.5,16.5,,,11.9,22.4,193,,,11th,,"(31.827240407, -99.426770206)",OWS,OWS1,Q039,VALUE,48,Grade,11th,GRADE,GRADE11
2023,2023,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.6,16.6,,,13.5,20.2,210,,,12th,,"(31.827240407, -99.426770206)",OWS,OWS1,Q039,VALUE,48,Grade,12th,GRADE,GRADE12
2023,2023,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.5,13.5,,,9.6,18.7,230,,,9th,,"(39.360700171, -111.587130635)",OWS,OWS1,Q039,VALUE,49,Grade,9th,GRADE,GRADE09
2023,2023,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.5,14.5,,,9.6,21.4,234,,,10th,,"(39.360700171, -111.587130635)",OWS,OWS1,Q039,VALUE,49,Grade,10th,GRADE,GRADE10
2023,2023,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,12.9,12.9,,,8.1,19.9,119,,,11th,,"(39.360700171, -111.587130635)",OWS,OWS1,Q039,VALUE,49,Grade,11th,GRADE,GRADE11
2023,2023,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,19.9,19.9,,,10.7,33.9,121,,,12th,,"(39.360700171, -111.587130635)",OWS,OWS1,Q039,VALUE,49,Grade,12th,GRADE,GRADE12
2023,2023,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.9,14.9,,,13.8,16.1,4288,,,9th,,"(43.625381239, -72.517640791)",OWS,OWS1,Q039,VALUE,50,Grade,9th,GRADE,GRADE09
2023,2023,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.6,14.6,,,13.4,15.9,3954,,,10th,,"(43.625381239, -72.517640791)",OWS,OWS1,Q039,VALUE,50,Grade,10th,GRADE,GRADE10
2023,2023,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.5,13.5,,,12.3,14.8,3406,,,11th,,"(43.625381239, -72.517640791)",OWS,OWS1,Q039,VALUE,50,Grade,11th,GRADE,GRADE11
2023,2023,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.4,13.4,,,12,14.9,2446,,,12th,,"(43.625381239, -72.517640791)",OWS,OWS1,Q039,VALUE,50,Grade,12th,GRADE,GRADE12
2023,2023,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.3,16.3,,,13,20.3,487,,,9th,,"(37.542680674, -78.457890463)",OWS,OWS1,Q039,VALUE,51,Grade,9th,GRADE,GRADE09
2023,2023,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,15.5,15.5,,,12.7,18.9,582,,,10th,,"(37.542680674, -78.457890463)",OWS,OWS1,Q039,VALUE,51,Grade,10th,GRADE,GRADE10
2023,2023,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.9,16.9,,,12.8,21.9,330,,,11th,,"(37.542680674, -78.457890463)",OWS,OWS1,Q039,VALUE,51,Grade,11th,GRADE,GRADE11
2023,2023,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,13.9,13.9,,,9.7,19.5,354,,,12th,,"(37.542680674, -78.457890463)",OWS,OWS1,Q039,VALUE,51,Grade,12th,GRADE,GRADE12
2023,2023,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,18.3,18.3,,,14.5,22.9,273,,,9th,,"(38.665510202, -80.712640135)",OWS,OWS1,Q039,VALUE,54,Grade,9th,GRADE,GRADE09
2023,2023,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,14.5,14.5,,,9.8,20.7,264,,,10th,,"(38.665510202, -80.712640135)",OWS,OWS1,Q039,VALUE,54,Grade,10th,GRADE,GRADE10
2023,2023,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,18.7,18.7,,,14.4,23.9,193,,,11th,,"(38.665510202, -80.712640135)",OWS,OWS1,Q039,VALUE,54,Grade,11th,GRADE,GRADE11
2023,2023,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.8,17.8,,,12.9,24.1,154,,,12th,,"(38.665510202, -80.712640135)",OWS,OWS1,Q039,VALUE,54,Grade,12th,GRADE,GRADE12
2023,2023,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,16.1,16.1,,,13.1,19.7,339,,,9th,,"(44.393191174, -89.816370742)",OWS,OWS1,Q039,VALUE,55,Grade,9th,GRADE,GRADE09
2023,2023,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.3,17.3,,,13.6,21.8,634,,,10th,,"(44.393191174, -89.816370742)",OWS,OWS1,Q039,VALUE,55,Grade,10th,GRADE,GRADE10
2023,2023,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,17.1,17.1,,,13,22.2,439,,,11th,,"(44.393191174, -89.816370742)",OWS,OWS1,Q039,VALUE,55,Grade,11th,GRADE,GRADE11
2023,2023,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have an overweight classification,,Value,11.5,11.5,,,8.3,15.8,289,,,12th,,"(44.393191174, -89.816370742)",OWS,OWS1,Q039,VALUE,55,Grade,12th,GRADE,GRADE12
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.4,14.4,,,11.6,17.7,421,,,9th,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Grade,9th,GRADE,GRADE09
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20,20,,,15,26.2,284,,,10th,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Grade,10th,GRADE,GRADE10
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.9,17.9,,,11.8,26.2,225,,,11th,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Grade,11th,GRADE,GRADE11
2023,2023,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.1,17.1,,,11.1,25.5,131,,,12th,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,02,Grade,12th,GRADE,GRADE12
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.5,18.5,,,11.2,28.9,211,,,9th,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Grade,9th,GRADE,GRADE09
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20.9,20.9,,,11.2,35.6,193,,,10th,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Grade,10th,GRADE,GRADE10
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,21,21,,,16.6,26.1,176,,,11th,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Grade,11th,GRADE,GRADE11
2023,2023,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,25.6,25.6,,,15.6,39.2,48,,,12th,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,05,Grade,12th,GRADE,GRADE12
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.2,14.2,,,10.7,18.5,708,,,9th,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Grade,9th,GRADE,GRADE09
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15,15,,,12.6,17.8,752,,,10th,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Grade,10th,GRADE,GRADE10
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.7,14.7,,,11.7,18.3,742,,,11th,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Grade,11th,GRADE,GRADE11
2023,2023,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,12,12,,,9.2,15.5,616,,,12th,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,09,Grade,12th,GRADE,GRADE12
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,17.4,17.4,,,13.2,22.5,361,,,9th,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,9th,GRADE,GRADE09
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20.1,20.1,,,14.6,27,244,,,10th,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,10th,GRADE,GRADE10
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,15.8,15.8,,,11.4,21.5,373,,,11th,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,11th,GRADE,GRADE11
2023,2023,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,20.1,20.1,,,10.1,36,89,,,12th,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,12th,GRADE,GRADE12
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.6,18.6,,,17.2,20.1,2983,,,9th,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,9th,GRADE,GRADE09
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19.2,19.2,,,17.7,20.7,2845,,,10th,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,10th,GRADE,GRADE10
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,18.6,18.6,,,17.1,20.2,2488,,,11th,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,11th,GRADE,GRADE11
2023,2023,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,19,19,,,17.3,20.8,2031,,,12th,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,12th,GRADE,GRADE12
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,16.4,16.4,,,13,20.5,1174,,,9th,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,9th,GRADE,GRADE09
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,14.5,14.5,,,12,17.5,969,,,10th,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,10th,GRADE,GRADE10
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,13.6,13.6,,,11.3,16.3,923,,,11th,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,11th,GRADE,GRADE11
2023,2023,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,,Value,13.7,13.7,,,10.7,17.4,887,,,12th,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,12th,GRADE,GRADE12
